step,day,hour,net_assimilation_rate,gross_photosynthesis_rate,respiration_rate,light_use_efficiency,co2_uptake_rate,cumulative_carbon_gained,daily_carbon_gained,leaf_temperature,temperature_stress_factor,light_stress_factor,step_count,last_update
646,27,21,0.0169,0.0169,0.0000,0.0001,0.0169,13.1894,0.7024,24.8000,0.0727,0.0000,1292,2025-10-17T21:51:42.788318
647,27,22,0.0169,0.0169,0.0000,0.0001,0.0169,13.2232,0.7363,24.8000,0.0727,0.0000,1294,2025-10-17T21:51:42.807804
648,27,23,0.0169,0.0169,0.0000,0.0001,0.0169,13.2570,0.7701,24.8000,0.0727,0.0000,1296,2025-10-17T21:51:42.827155
649,28,0,0.0171,0.0171,0.0000,0.0001,0.0171,13.2911,0.0000,24.5000,0.0455,0.0000,1298,2025-10-17T21:51:42.847054
650,28,1,0.0171,0.0171,0.0000,0.0001,0.0171,13.3253,0.0341,24.5000,0.0455,0.0000,1300,2025-10-17T21:51:42.866384
651,28,2,0.0171,0.0171,0.0000,0.0001,0.0171,13.3594,0.0683,24.5000,0.0455,0.0000,1302,2025-10-17T21:51:42.885329
652,28,3,0.0171,0.0171,0.0000,0.0001,0.0171,13.3936,0.1025,24.5000,0.0455,0.0000,1304,2025-10-17T21:51:42.904684
653,28,4,0.0171,0.0171,0.0000,0.0001,0.0171,13.4279,0.1368,24.5000,0.0455,0.0000,1306,2025-10-17T21:51:42.923857
654,28,5,0.0171,0.0171,0.0000,0.0001,0.0171,13.4622,0.1710,24.5000,0.0455,0.0000,1308,2025-10-17T21:51:42.942924
655,28,6,0.0172,0.0172,0.0000,0.0001,0.0172,13.4965,0.2054,24.5000,0.0455,0.0000,1310,2025-10-17T21:51:42.962555
656,28,7,0.0172,0.0172,0.0000,0.0001,0.0172,13.5309,0.2398,24.5000,0.0455,0.0000,1312,2025-10-17T21:51:42.982304
657,28,8,0.0173,0.0173,0.0000,0.0001,0.0173,13.5654,0.2742,24.5000,0.0455,0.0000,1314,2025-10-17T21:51:43.001847
658,28,9,0.0173,0.0173,0.0000,0.0001,0.0173,13.5999,0.3088,24.5000,0.0455,0.0000,1316,2025-10-17T21:51:43.022081
659,28,10,0.0173,0.0173,0.0000,0.0001,0.0173,13.6345,0.3433,24.5000,0.0455,0.0000,1318,2025-10-17T21:51:43.041411
660,28,11,0.0174,0.0174,0.0000,0.0001,0.0174,13.6691,0.3780,24.5000,0.0455,0.0000,1320,2025-10-17T21:51:43.060250
661,28,12,0.0174,0.0174,0.0000,0.0001,0.0174,13.7039,0.4128,24.5000,0.0455,0.0000,1322,2025-10-17T21:51:43.079813
662,28,13,0.0174,0.0174,0.0000,0.0001,0.0174,13.7387,0.4476,24.5000,0.0455,0.0000,1324,2025-10-17T21:51:43.099235
663,28,14,0.0175,0.0175,0.0000,0.0001,0.0175,13.7736,0.4824,24.5000,0.0455,0.0000,1326,2025-10-17T21:51:43.118665
664,28,15,0.0175,0.0175,0.0000,0.0001,0.0175,13.8085,0.5174,24.5000,0.0455,0.0000,1328,2025-10-17T21:51:43.138194
665,28,16,0.0175,0.0175,0.0000,0.0001,0.0175,13.8435,0.5524,24.5000,0.0455,0.0000,1330,2025-10-17T21:51:43.157690
666,28,17,0.0176,0.0176,0.0000,0.0001,0.0176,13.8786,0.5875,24.5000,0.0455,0.0000,1332,2025-10-17T21:51:43.177007
667,28,18,0.0176,0.0176,0.0000,0.0001,0.0176,13.9137,0.6226,24.5000,0.0455,0.0000,1334,2025-10-17T21:51:43.196097
668,28,19,0.0176,0.0176,0.0000,0.0001,0.0176,13.9489,0.6578,24.5000,0.0455,0.0000,1336,2025-10-17T21:51:43.215623
669,28,20,0.0176,0.0176,0.0000,0.0001,0.0176,13.9842,0.6930,24.5000,0.0455,0.0000,1338,2025-10-17T21:51:43.234826
670,28,21,0.0176,0.0176,0.0000,0.0001,0.0176,14.0194,0.7283,24.5000,0.0455,0.0000,1340,2025-10-17T21:51:43.253862
671,28,22,0.0177,0.0177,0.0000,0.0001,0.0177,14.0547,0.7636,24.5000,0.0455,0.0000,1342,2025-10-17T21:51:43.272966
672,28,23,0.0177,0.0177,0.0000,0.0001,0.0177,14.0901,0.7990,24.5000,0.0455,0.0000,1344,2025-10-17T21:51:43.292671
673,29,0,0.0179,0.0179,0.0000,0.0001,0.0179,14.1258,0.0000,24.4000,0.0364,0.0000,1346,2025-10-17T21:51:43.312288
674,29,1,0.0179,0.0179,0.0000,0.0001,0.0179,14.1616,0.0357,24.4000,0.0364,0.0000,1348,2025-10-17T21:51:43.331673
675,29,2,0.0179,0.0179,0.0000,0.0001,0.0179,14.1973,0.0715,24.4000,0.0364,0.0000,1350,2025-10-17T21:51:43.353179
676,29,3,0.0179,0.0179,0.0000,0.0001,0.0179,14.2332,0.1073,24.4000,0.0364,0.0000,1352,2025-10-17T21:51:43.373010
677,29,4,0.0179,0.0179,0.0000,0.0001,0.0179,14.2690,0.1432,24.4000,0.0364,0.0000,1354,2025-10-17T21:51:43.392660
678,29,5,0.0180,0.0180,0.0000,0.0001,0.0180,14.3049,0.1791,24.4000,0.0364,0.0000,1356,2025-10-17T21:51:43.411576
679,29,6,0.0180,0.0180,0.0000,0.0001,0.0180,14.3409,0.2150,24.4000,0.0364,0.0000,1358,2025-10-17T21:51:43.430450
680,29,7,0.0180,0.0180,0.0000,0.0001,0.0180,14.3768,0.2510,24.4000,0.0364,0.0000,1360,2025-10-17T21:51:43.449646
681,29,8,0.0180,0.0180,0.0000,0.0001,0.0180,14.4128,0.2870,24.4000,0.0364,0.0000,1362,2025-10-17T21:51:43.468291
682,29,9,0.0180,0.0180,0.0000,0.0001,0.0180,14.4488,0.3230,24.4000,0.0364,0.0000,1364,2025-10-17T21:51:43.486969
683,29,10,0.0180,0.0180,0.0000,0.0001,0.0180,14.4849,0.3591,24.4000,0.0364,0.0000,1366,2025-10-17T21:51:43.505841
684,29,11,0.0181,0.0181,0.0000,0.0001,0.0181,14.5210,0.3952,24.4000,0.0364,0.0000,1368,2025-10-17T21:51:43.524198
685,29,12,0.0181,0.0181,0.0000,0.0001,0.0181,14.5571,0.4313,24.4000,0.0364,0.0000,1370,2025-10-17T21:51:43.542620
686,29,13,0.0181,0.0181,0.0000,0.0001,0.0181,14.5933,0.4675,24.4000,0.0364,0.0000,1372,2025-10-17T21:51:43.561140
687,29,14,0.0181,0.0181,0.0000,0.0001,0.0181,14.6295,0.5037,24.4000,0.0364,0.0000,1374,2025-10-17T21:51:43.579838
688,29,15,0.0181,0.0181,0.0000,0.0001,0.0181,14.6658,0.5399,24.4000,0.0364,0.0000,1376,2025-10-17T21:51:43.598348
689,29,16,0.0181,0.0181,0.0000,0.0001,0.0181,14.7020,0.5762,24.4000,0.0364,0.0000,1378,2025-10-17T21:51:43.616927
690,29,17,0.0182,0.0182,0.0000,0.0001,0.0182,14.7383,0.6125,24.4000,0.0364,0.0000,1380,2025-10-17T21:51:43.635581
691,29,18,0.0182,0.0182,0.0000,0.0001,0.0182,14.7746,0.6488,24.4000,0.0364,0.0000,1382,2025-10-17T21:51:43.654676
692,29,19,0.0182,0.0182,0.0000,0.0001,0.0182,14.8110,0.6852,24.4000,0.0364,0.0000,1384,2025-10-17T21:51:43.674099
693,29,20,0.0182,0.0182,0.0000,0.0001,0.0182,14.8474,0.7216,24.4000,0.0364,0.0000,1386,2025-10-17T21:51:43.693665
694,29,21,0.0182,0.0182,0.0000,0.0001,0.0182,14.8838,0.7580,24.4000,0.0364,0.0000,1388,2025-10-17T21:51:43.712916
695,29,22,0.0182,0.0182,0.0000,0.0001,0.0182,14.9203,0.7945,24.4000,0.0364,0.0000,1390,2025-10-17T21:51:43.732126
696,29,23,0.0183,0.0183,0.0000,0.0001,0.0183,14.9568,0.8309,24.4000,0.0364,0.0000,1392,2025-10-17T21:51:43.751252
697,30,0,0.0185,0.0185,0.0000,0.0001,0.0185,14.9937,0.0000,22.5000,0.0000,0.0000,1394,2025-10-17T21:51:43.770783
698,30,1,0.0185,0.0185,0.0000,0.0001,0.0185,15.0307,0.0370,22.5000,0.0000,0.0000,1396,2025-10-17T21:51:43.790913
699,30,2,0.0185,0.0185,0.0000,0.0001,0.0185,15.0676,0.0739,22.5000,0.0000,0.0000,1398,2025-10-17T21:51:43.809953
700,30,3,0.0185,0.0185,0.0000,0.0001,0.0185,15.1047,0.1110,22.5000,0.0000,0.0000,1400,2025-10-17T21:51:43.828760
701,30,4,0.0185,0.0185,0.0000,0.0001,0.0185,15.1417,0.1480,22.5000,0.0000,0.0000,1402,2025-10-17T21:51:43.847863
702,30,5,0.0186,0.0186,0.0000,0.0001,0.0186,15.1788,0.1851,22.5000,0.0000,0.0000,1404,2025-10-17T21:51:43.867000
703,30,6,0.0186,0.0186,0.0000,0.0001,0.0186,15.2159,0.2222,22.5000,0.0000,0.0000,1406,2025-10-17T21:51:43.885882
704,30,7,0.0186,0.0186,0.0000,0.0001,0.0186,15.2531,0.2594,22.5000,0.0000,0.0000,1408,2025-10-17T21:51:43.905088
705,30,8,0.0186,0.0186,0.0000,0.0001,0.0186,15.2903,0.2966,22.5000,0.0000,0.0000,1410,2025-10-17T21:51:43.924052
706,30,9,0.0186,0.0186,0.0000,0.0001,0.0186,15.3275,0.3338,22.5000,0.0000,0.0000,1412,2025-10-17T21:51:43.943061
707,30,10,0.0186,0.0186,0.0000,0.0001,0.0186,15.3647,0.3710,22.5000,0.0000,0.0000,1414,2025-10-17T21:51:43.961663
708,30,11,0.0186,0.0186,0.0000,0.0001,0.0186,15.4019,0.4082,22.5000,0.0000,0.0000,1416,2025-10-17T21:51:43.980565
709,30,12,0.0187,0.0187,0.0000,0.0001,0.0187,15.4392,0.4455,22.5000,0.0000,0.0000,1418,2025-10-17T21:51:43.999332
710,30,13,0.0187,0.0187,0.0000,0.0001,0.0187,15.4765,0.4828,22.5000,0.0000,0.0000,1420,2025-10-17T21:51:44.018154
711,30,14,0.0187,0.0187,0.0000,0.0001,0.0187,15.5140,0.5202,22.5000,0.0000,0.0000,1422,2025-10-17T21:51:44.037403
712,30,15,0.0188,0.0188,0.0000,0.0001,0.0188,15.5514,0.5577,22.5000,0.0000,0.0000,1424,2025-10-17T21:51:44.056188
713,30,16,0.0188,0.0188,0.0000,0.0001,0.0188,15.5890,0.5953,22.5000,0.0000,0.0000,1426,2025-10-17T21:51:44.075382
714,30,17,0.0188,0.0188,0.0000,0.0001,0.0188,15.6266,0.6329,22.5000,0.0000,0.0000,1428,2025-10-17T21:51:44.094200
715,30,18,0.0188,0.0188,0.0000,0.0001,0.0188,15.6642,0.6705,22.5000,0.0000,0.0000,1430,2025-10-17T21:51:44.112653
716,30,19,0.0189,0.0189,0.0000,0.0001,0.0189,15.7019,0.7082,22.5000,0.0000,0.0000,1432,2025-10-17T21:51:44.131297
717,30,20,0.0189,0.0189,0.0000,0.0001,0.0189,15.7397,0.7460,22.5000,0.0000,0.0000,1434,2025-10-17T21:51:44.149756
718,30,21,0.0189,0.0189,0.0000,0.0001,0.0189,15.7775,0.7838,22.5000,0.0000,0.0000,1436,2025-10-17T21:51:44.168369
719,30,22,0.0190,0.0190,0.0000,0.0001,0.0190,15.8154,0.8217,22.5000,0.0000,0.0000,1438,2025-10-17T21:51:44.187210
720,30,23,0.0190,0.0190,0.0000,0.0001,0.0190,15.8534,0.8597,22.5000,0.0000,0.0000,1440,2025-10-17T21:51:44.205450
721,31,0,0.0191,0.0191,0.0000,0.0001,0.0191,15.8917,0.0000,23.7000,0.0000,0.0000,1442,2025-10-17T21:51:44.224139
722,31,1,0.0192,0.0192,0.0000,0.0001,0.0192,15.9300,0.0383,23.7000,0.0000,0.0000,1444,2025-10-17T21:51:44.242554
723,31,2,0.0192,0.0192,0.0000,0.0001,0.0192,15.9683,0.0766,23.7000,0.0000,0.0000,1446,2025-10-17T21:51:44.261539
724,31,3,0.0192,0.0192,0.0000,0.0001,0.0192,16.0067,0.1150,23.7000,0.0000,0.0000,1448,2025-10-17T21:51:44.279893
725,31,4,0.0192,0.0192,0.0000,0.0001,0.0192,16.0451,0.1534,23.7000,0.0000,0.0000,1450,2025-10-17T21:51:44.298131
726,31,5,0.0192,0.0192,0.0000,0.0001,0.0192,16.0835,0.1918,23.7000,0.0000,0.0000,1452,2025-10-17T21:51:44.316794
727,31,6,0.0193,0.0193,0.0000,0.0001,0.0193,16.1220,0.2303,23.7000,0.0000,0.0000,1454,2025-10-17T21:51:44.335950
728,31,7,0.0193,0.0193,0.0000,0.0001,0.0193,16.1605,0.2688,23.7000,0.0000,0.0000,1456,2025-10-17T21:51:44.354860
729,31,8,0.0193,0.0193,0.0000,0.0001,0.0193,16.1991,0.3074,23.7000,0.0000,0.0000,1458,2025-10-17T21:51:44.372943
730,31,9,0.0193,0.0193,0.0000,0.0001,0.0193,16.2377,0.3460,23.7000,0.0000,0.0000,1460,2025-10-17T21:51:44.392080
731,31,10,0.0193,0.0193,0.0000,0.0001,0.0193,16.2763,0.3846,23.7000,0.0000,0.0000,1462,2025-10-17T21:51:44.410887
732,31,11,0.0193,0.0193,0.0000,0.0001,0.0193,16.3149,0.4233,23.7000,0.0000,0.0000,1464,2025-10-17T21:51:44.430218
733,31,12,0.0193,0.0193,0.0000,0.0001,0.0193,16.3536,0.4619,23.7000,0.0000,0.0000,1466,2025-10-17T21:51:44.450153
734,31,13,0.0194,0.0194,0.0000,0.0001,0.0194,16.3923,0.5006,23.7000,0.0000,0.0000,1468,2025-10-17T21:51:44.469975
735,31,14,0.0194,0.0194,0.0000,0.0001,0.0194,16.4311,0.5394,23.7000,0.0000,0.0000,1470,2025-10-17T21:51:44.489859
736,31,15,0.0194,0.0194,0.0000,0.0001,0.0194,16.4699,0.5782,23.7000,0.0000,0.0000,1472,2025-10-17T21:51:44.509642
737,31,16,0.0194,0.0194,0.0000,0.0001,0.0194,16.5087,0.6170,23.7000,0.0000,0.0000,1474,2025-10-17T21:51:44.529745
738,31,17,0.0194,0.0194,0.0000,0.0001,0.0194,16.5475,0.6558,23.7000,0.0000,0.0000,1476,2025-10-17T21:51:44.549554
739,31,18,0.0195,0.0195,0.0000,0.0001,0.0195,16.5864,0.6947,23.7000,0.0000,0.0000,1478,2025-10-17T21:51:44.568979
740,31,19,0.0194,0.0194,0.0000,0.0001,0.0194,16.6253,0.7336,23.7000,0.0000,0.0000,1480,2025-10-17T21:51:44.588071
741,31,20,0.0195,0.0195,0.0000,0.0001,0.0195,16.6642,0.7725,23.7000,0.0000,0.0000,1482,2025-10-17T21:51:44.607041
742,31,21,0.0195,0.0195,0.0000,0.0001,0.0195,16.7032,0.8115,23.7000,0.0000,0.0000,1484,2025-10-17T21:51:44.625830
743,31,22,0.0195,0.0195,0.0000,0.0001,0.0195,16.7423,0.8506,23.7000,0.0000,0.0000,1486,2025-10-17T21:51:44.644609
744,31,23,0.0195,0.0195,0.0000,0.0001,0.0195,16.7813,0.8896,23.7000,0.0000,0.0000,1488,2025-10-17T21:51:44.663418
745,32,0,0.0194,0.0194,0.0000,0.0001,0.0194,16.8201,0.0000,24.1000,0.0091,0.0000,1490,2025-10-17T21:51:44.683033
746,32,1,0.0194,0.0194,0.0000,0.0001,0.0194,16.8589,0.0388,24.1000,0.0091,0.0000,1492,2025-10-17T21:51:44.702875
747,32,2,0.0194,0.0194,0.0000,0.0001,0.0194,16.8978,0.0777,24.1000,0.0091,0.0000,1494,2025-10-17T21:51:44.721660
748,32,3,0.0195,0.0195,0.0000,0.0001,0.0195,16.9367,0.1166,24.1000,0.0091,0.0000,1496,2025-10-17T21:51:44.741114
749,32,4,0.0195,0.0195,0.0000,0.0001,0.0195,16.9756,0.1555,24.1000,0.0091,0.0000,1498,2025-10-17T21:51:44.759864
750,32,5,0.0195,0.0195,0.0000,0.0001,0.0195,17.0145,0.1945,24.1000,0.0091,0.0000,1500,2025-10-17T21:51:44.778527
751,32,6,0.0195,0.0195,0.0000,0.0001,0.0195,17.0535,0.2334,24.1000,0.0091,0.0000,1502,2025-10-17T21:51:44.797216
752,32,7,0.0195,0.0195,0.0000,0.0001,0.0195,17.0925,0.2724,24.1000,0.0091,0.0000,1504,2025-10-17T21:51:44.815636
753,32,8,0.0195,0.0195,0.0000,0.0001,0.0195,17.1315,0.3114,24.1000,0.0091,0.0000,1506,2025-10-17T21:51:44.833920
754,32,9,0.0195,0.0195,0.0000,0.0001,0.0195,17.1706,0.3505,24.1000,0.0091,0.0000,1508,2025-10-17T21:51:44.853038
755,32,10,0.0196,0.0196,0.0000,0.0001,0.0196,17.2097,0.3896,24.1000,0.0091,0.0000,1510,2025-10-17T21:51:44.872450
756,32,11,0.0195,0.0195,0.0000,0.0001,0.0195,17.2488,0.4288,24.1000,0.0091,0.0000,1512,2025-10-17T21:51:44.891960
757,32,12,0.0196,0.0196,0.0000,0.0001,0.0196,17.2880,0.4679,24.1000,0.0091,0.0000,1514,2025-10-17T21:51:44.911519
758,32,13,0.0196,0.0196,0.0000,0.0001,0.0196,17.3271,0.5071,24.1000,0.0091,0.0000,1516,2025-10-17T21:51:44.930834
759,32,14,0.0196,0.0196,0.0000,0.0001,0.0196,17.3663,0.5463,24.1000,0.0091,0.0000,1518,2025-10-17T21:51:44.950138
760,32,15,0.0196,0.0196,0.0000,0.0001,0.0196,17.4056,0.5855,24.1000,0.0091,0.0000,1520,2025-10-17T21:51:44.969472
761,32,16,0.0196,0.0196,0.0000,0.0001,0.0196,17.4448,0.6248,24.1000,0.0091,0.0000,1522,2025-10-17T21:51:44.988322
762,32,17,0.0197,0.0197,0.0000,0.0001,0.0197,17.4841,0.6641,24.1000,0.0091,0.0000,1524,2025-10-17T21:51:45.007745
763,32,18,0.0197,0.0197,0.0000,0.0001,0.0197,17.5235,0.7034,24.1000,0.0091,0.0000,1526,2025-10-17T21:51:45.027415
764,32,19,0.0197,0.0197,0.0000,0.0001,0.0197,17.5629,0.7428,24.1000,0.0091,0.0000,1528,2025-10-17T21:51:45.047076
765,32,20,0.0197,0.0197,0.0000,0.0001,0.0197,17.6024,0.7823,24.1000,0.0091,0.0000,1530,2025-10-17T21:51:45.065716
766,32,21,0.0198,0.0198,0.0000,0.0001,0.0198,17.6419,0.8219,24.1000,0.0091,0.0000,1532,2025-10-17T21:51:45.084352
767,32,22,0.0198,0.0198,0.0000,0.0001,0.0198,17.6815,0.8615,24.1000,0.0091,0.0000,1534,2025-10-17T21:51:45.102699
768,32,23,0.0199,0.0199,0.0000,0.0001,0.0199,17.7212,0.9012,24.1000,0.0091,0.0000,1536,2025-10-17T21:51:45.121322
769,33,0,0.0199,0.0199,0.0000,0.0001,0.0199,17.7610,0.0000,22.8000,0.0000,0.0000,1538,2025-10-17T21:51:45.140372
770,33,1,0.0199,0.0199,0.0000,0.0001,0.0199,17.8008,0.0398,22.8000,0.0000,0.0000,1540,2025-10-17T21:51:45.158818
771,33,2,0.0200,0.0200,0.0000,0.0001,0.0200,17.8407,0.0797,22.8000,0.0000,0.0000,1542,2025-10-17T21:51:45.177327
772,33,3,0.0200,0.0200,0.0000,0.0001,0.0200,17.8806,0.1197,22.8000,0.0000,0.0000,1544,2025-10-17T21:51:45.195545
773,33,4,0.0200,0.0200,0.0000,0.0001,0.0200,17.9206,0.1597,22.8000,0.0000,0.0000,1546,2025-10-17T21:51:45.213948
774,33,5,0.0200,0.0200,0.0000,0.0001,0.0200,17.9607,0.1997,22.8000,0.0000,0.0000,1548,2025-10-17T21:51:45.232299
775,33,6,0.0201,0.0201,0.0000,0.0001,0.0201,18.0008,0.2398,22.8000,0.0000,0.0000,1550,2025-10-17T21:51:45.250809
776,33,7,0.0201,0.0201,0.0000,0.0001,0.0201,18.0410,0.2800,22.8000,0.0000,0.0000,1552,2025-10-17T21:51:45.268885
777,33,8,0.0201,0.0201,0.0000,0.0001,0.0201,18.0812,0.3202,22.8000,0.0000,0.0000,1554,2025-10-17T21:51:45.287587
778,33,9,0.0201,0.0201,0.0000,0.0001,0.0201,18.1214,0.3604,22.8000,0.0000,0.0000,1556,2025-10-17T21:51:45.305799
779,33,10,0.0201,0.0201,0.0000,0.0001,0.0201,18.1616,0.4007,22.8000,0.0000,0.0000,1558,2025-10-17T21:51:45.324255
780,33,11,0.0202,0.0202,0.0000,0.0001,0.0202,18.2019,0.4409,22.8000,0.0000,0.0000,1560,2025-10-17T21:51:45.342335
781,33,12,0.0202,0.0202,0.0000,0.0001,0.0202,18.2422,0.4813,22.8000,0.0000,0.0000,1562,2025-10-17T21:51:45.360862
782,33,13,0.0202,0.0202,0.0000,0.0001,0.0202,18.2826,0.5216,22.8000,0.0000,0.0000,1564,2025-10-17T21:51:45.379454
783,33,14,0.0202,0.0202,0.0000,0.0001,0.0202,18.3230,0.5620,22.8000,0.0000,0.0000,1566,2025-10-17T21:51:45.398539
784,33,15,0.0202,0.0202,0.0000,0.0001,0.0202,18.3634,0.6025,22.8000,0.0000,0.0000,1568,2025-10-17T21:51:45.416954
785,33,16,0.0202,0.0202,0.0000,0.0001,0.0202,18.4039,0.6429,22.8000,0.0000,0.0000,1570,2025-10-17T21:51:45.435165
786,33,17,0.0203,0.0203,0.0000,0.0001,0.0203,18.4444,0.6834,22.8000,0.0000,0.0000,1572,2025-10-17T21:51:45.453382
787,33,18,0.0203,0.0203,0.0000,0.0001,0.0203,18.4849,0.7239,22.8000,0.0000,0.0000,1574,2025-10-17T21:51:45.471623
788,33,19,0.0203,0.0203,0.0000,0.0001,0.0203,18.5255,0.7645,22.8000,0.0000,0.0000,1576,2025-10-17T21:51:45.490554
789,33,20,0.0203,0.0203,0.0000,0.0001,0.0203,18.5661,0.8051,22.8000,0.0000,0.0000,1578,2025-10-17T21:51:45.509243
790,33,21,0.0203,0.0203,0.0000,0.0001,0.0203,18.6066,0.8457,22.8000,0.0000,0.0000,1580,2025-10-17T21:51:45.527921
791,33,22,0.0203,0.0203,0.0000,0.0001,0.0203,18.6473,0.8863,22.8000,0.0000,0.0000,1582,2025-10-17T21:51:45.546766
792,33,23,0.0203,0.0203,0.0000,0.0001,0.0203,18.6879,0.9270,22.8000,0.0000,0.0000,1584,2025-10-17T21:51:45.565802
793,34,0,0.0198,0.0198,0.0000,0.0002,0.0198,18.7275,0.0000,23.7000,0.0000,0.0000,1586,2025-10-17T21:51:45.584607
